Gene stable ID	Gene stable ID version	Mouse gene name	Gene name
ENSDARG00000114031	ENSDARG00000114031.1	Myh6	smyhc3
ENSDARG00000112928	ENSDARG00000112928.1		CR450780.2
ENSDARG00000098269	ENSDARG00000098269.2		slc1a9
ENSDARG00000109631	ENSDARG00000109631.1		mcfd2
ENSDARG00000112971	ENSDARG00000112971.1		CR925820.12
ENSDARG00000116791	ENSDARG00000116791.1		foxi2
ENSDARG00000110155	ENSDARG00000110155.1		cyfip2
ENSDARG00000025601	ENSDARG00000025601.8		trim35-14
ENSDARG00000111945	ENSDARG00000111945.1		CABZ01069040.1
ENSDARG00000109858	ENSDARG00000109858.1		ppcdc
ENSDARG00000104695	ENSDARG00000104695.2		BX088587.1
ENSDARG00000104756	ENSDARG00000104756.2		
ENSDARG00000110484	ENSDARG00000110484.1		syt10
ENSDARG00000112435	ENSDARG00000112435.1	Unc13c	CR769778.1
ENSDARG00000114060	ENSDARG00000114060.1		pnkp
ENSDARG00000116395	ENSDARG00000116395.1		zgc:91818
ENSDARG00000111342	ENSDARG00000111342.1		LO018238.1
ENSDARG00000090512	ENSDARG00000090512.4	Trim8	trim8a
ENSDARG00000116409	ENSDARG00000116409.1		CR933820.2
ENSDARG00000114825	ENSDARG00000114825.1	Scarf2	SCARF2
ENSDARG00000116199	ENSDARG00000116199.1		BX005372.1
ENSDARG00000058949	ENSDARG00000058949.5		spina
ENSDARG00000067831	ENSDARG00000067831.5	Tbata	tbata
ENSDARG00000110103	ENSDARG00000110103.1	Fanca	FO834799.1
ENSDARG00000112519	ENSDARG00000112519.1		sptlc1
ENSDARG00000111363	ENSDARG00000111363.1		BX470223.2
ENSDARG00000110294	ENSDARG00000110294.1		CR847959.1
ENSDARG00000115567	ENSDARG00000115567.1		trim35-20
ENSDARG00000030465	ENSDARG00000030465.5	Tmem263	tmem263
ENSDARG00000113071	ENSDARG00000113071.1		zgc:162613
ENSDARG00000076978	ENSDARG00000076978.4	Pmch	pmchl
ENSDARG00000056909	ENSDARG00000056909.6	Egfr	LO018309.1
ENSDARG00000110619	ENSDARG00000110619.1		FO905027.1
ENSDARG00000111002	ENSDARG00000111002.1		zpcx
ENSDARG00000112931	ENSDARG00000112931.1	Ndufaf3	ndufaf3
ENSDARG00000110259	ENSDARG00000110259.1		zdhhc24
ENSDARG00000109934	ENSDARG00000109934.1		znf593
ENSDARG00000099516	ENSDARG00000099516.2	Mettl23	mettl23
ENSDARG00000110234	ENSDARG00000110234.1		CR936486.1
ENSDARG00000098528	ENSDARG00000098528.2	Rtn4rl1	rtn4rl1b
ENSDARG00000113066	ENSDARG00000113066.1		thumpd3
ENSDARG00000101560	ENSDARG00000101560.2	Psma1	psma1
ENSDARG00000113583	ENSDARG00000113583.1		mt2
ENSDARG00000112547	ENSDARG00000112547.1		CR352223.2
ENSDARG00000059651	ENSDARG00000059651.6	Cidec	cidec
ENSDARG00000103052	ENSDARG00000103052.2	Pcyox1	pcyox1
ENSDARG00000110721	ENSDARG00000110721.1		etfbkmt
ENSDARG00000104871	ENSDARG00000104871.2	Leprotl1	LEPROTL1
ENSDARG00000100593	ENSDARG00000100593.2	Gnrhr	gnrhr1
ENSDARG00000110596	ENSDARG00000110596.1		CABZ01079179.1
ENSDARG00000090255	ENSDARG00000090255.3		phlpp2
ENSDARG00000040045	ENSDARG00000040045.6	Cldn1	cldn1
ENSDARG00000109871	ENSDARG00000109871.1		BX323006.3
ENSDARG00000112532	ENSDARG00000112532.1		ahcyl2a
ENSDARG00000083690	ENSDARG00000083690.2		BX537109.1
ENSDARG00000109276	ENSDARG00000109276.1		CABZ01068367.1
ENSDARG00000114317	ENSDARG00000114317.1		BX927253.3
ENSDARG00000098523	ENSDARG00000098523.1	Ncam2	NCAM2
ENSDARG00000111911	ENSDARG00000111911.1		CR932017.1
ENSDARG00000110941	ENSDARG00000110941.1		or108-1
ENSDARG00000082534	ENSDARG00000082534.2		BX546466.1
ENSDARG00000073711	ENSDARG00000073711.4	Mmrn2	mmrn2b
ENSDARG00000102120	ENSDARG00000102120.2	SNORA74	BX323828.1
ENSDARG00000102120	ENSDARG00000102120.2	Snora74a	BX323828.1
ENSDARG00000102120	ENSDARG00000102120.2	SNORA74	BX323828.1
ENSDARG00000113817	ENSDARG00000113817.1		selenon
ENSDARG00000116401	ENSDARG00000116401.1		fam114a1
ENSDARG00000101423	ENSDARG00000101423.2		cyp2y3
ENSDARG00000112816	ENSDARG00000112816.1		BX255907.2
ENSDARG00000111811	ENSDARG00000111811.1		CU179657.1
ENSDARG00000111558	ENSDARG00000111558.1		slc25a26
ENSDARG00000042029	ENSDARG00000042029.8		mbd3b
ENSDARG00000115858	ENSDARG00000115858.1		prnpb
ENSDARG00000100977	ENSDARG00000100977.2		golim4a
ENSDARG00000111666	ENSDARG00000111666.1		CR392341.5
ENSDARG00000089519	ENSDARG00000089519.4	Fbln7	fbln7
ENSDARG00000109228	ENSDARG00000109228.1		FO680692.1
ENSDARG00000071168	ENSDARG00000071168.6	B2m	zmp:0000001138
ENSDARG00000098742	ENSDARG00000098742.2	Lrtm1	lrtm1
ENSDARG00000083664	ENSDARG00000083664.2		BX001050.1
ENSDARG00000115597	ENSDARG00000115597.1		chek2
ENSDARG00000030532	ENSDARG00000030532.8	Arhgef12	arhgef12a
ENSDARG00000082530	ENSDARG00000082530.2		CU861666.1
ENSDARG00000067999	ENSDARG00000067999.3		
ENSDARG00000102116	ENSDARG00000102116.2		CABZ01072487.2
ENSDARG00000115250	ENSDARG00000115250.1		tlr20.3
ENSDARG00000112312	ENSDARG00000112312.1		BX936381.2
ENSDARG00000100985	ENSDARG00000100985.3	Zbtb7c	zbtb7c
ENSDARG00000114194	ENSDARG00000114194.1		BX005305.3
ENSDARG00000116276	ENSDARG00000116276.1		AL645822.1
ENSDARG00000101716	ENSDARG00000101716.2	Bace1	bace1
ENSDARG00000110233	ENSDARG00000110233.1		BX294113.3
ENSDARG00000088137	ENSDARG00000088137.3		adgrg2a
ENSDARG00000117092	ENSDARG00000117092.1		anxa2b
ENSDARG00000109316	ENSDARG00000109316.1		zgc:158423
ENSDARG00000107934	ENSDARG00000107934.2		CABZ01029420.1
ENSDARG00000074530	ENSDARG00000074530.4	Kcnk12	KCNK12
ENSDARG00000113413	ENSDARG00000113413.1		insig1
ENSDARG00000111702	ENSDARG00000111702.1		BX323086.1
ENSDARG00000089661	ENSDARG00000089661.4	Ifi44	FO704622.1
ENSDARG00000089661	ENSDARG00000089661.4	Ifi44l	FO704622.1
ENSDARG00000110882	ENSDARG00000110882.1		apol1
ENSDARG00000098374	ENSDARG00000098374.3		
ENSDARG00000114092	ENSDARG00000114092.1		fam228a
ENSDARG00000099085	ENSDARG00000099085.2		BX000991.2
ENSDARG00000116903	ENSDARG00000116903.1		hexdc
ENSDARG00000116037	ENSDARG00000116037.1		l3mbtl2
ENSDARG00000110634	ENSDARG00000110634.1		CABZ01061508.1
ENSDARG00000099959	ENSDARG00000099959.2		smyhc1
ENSDARG00000115738	ENSDARG00000115738.1		smarca2
ENSDARG00000114604	ENSDARG00000114604.1		AL935145.4
ENSDARG00000110524	ENSDARG00000110524.1		zgc:158343
ENSDARG00000116541	ENSDARG00000116541.1		rpl13a
ENSDARG00000052288	ENSDARG00000052288.6		zmp:0000000634
ENSDARG00000108110	ENSDARG00000108110.2		BX510920.3
ENSDARG00000113360	ENSDARG00000113360.1		churc1
ENSDARG00000111250	ENSDARG00000111250.1		ppfibp1a
ENSDARG00000109565	ENSDARG00000109565.1		si:ch211-226h8.11
ENSDARG00000069046	ENSDARG00000069046.5		wu:fk65c09
ENSDARG00000109539	ENSDARG00000109539.1		CT583625.4
ENSDARG00000110380	ENSDARG00000110380.1		LO018585.1
ENSDARG00000104041	ENSDARG00000104041.3		CR388132.2
ENSDARG00000109562	ENSDARG00000109562.1		glra4a
ENSDARG00000085186	ENSDARG00000085186.3		CU929170.1
ENSDARG00000053695	ENSDARG00000053695.6		zgc:162948
ENSDARG00000110361	ENSDARG00000110361.1		FQ976913.1
ENSDARG00000089856	ENSDARG00000089856.3	Cit	cita
ENSDARG00000108299	ENSDARG00000108299.2		CR352267.1
ENSDARG00000116847	ENSDARG00000116847.1		p4hb
ENSDARG00000041589	ENSDARG00000041589.7	Adprhl1	adprhl1
ENSDARG00000104296	ENSDARG00000104296.2		zgc:165508
ENSDARG00000111207	ENSDARG00000111207.1		akip1
ENSDARG00000112315	ENSDARG00000112315.1		CU855896.2
ENSDARG00000112560	ENSDARG00000112560.1		ccdc187
ENSDARG00000115123	ENSDARG00000115123.1		CU466281.1
ENSDARG00000041502	ENSDARG00000041502.3	Tgfb1	tgfb1a
ENSDARG00000102285	ENSDARG00000102285.1		CABZ01017718.5
ENSDARG00000110167	ENSDARG00000110167.1		rbm24b
ENSDARG00000116750	ENSDARG00000116750.1		lrig2
ENSDARG00000114855	ENSDARG00000114855.1		CABZ01012382.1
ENSDARG00000110485	ENSDARG00000110485.1	Srpk2	FP236318.3
ENSDARG00000044534	ENSDARG00000044534.4		CR631122.1
ENSDARG00000083818	ENSDARG00000083818.2		CABZ01112464.1
ENSDARG00000114042	ENSDARG00000114042.1		BX321870.3
ENSDARG00000115435	ENSDARG00000115435.1		pimr198
ENSDARG00000111463	ENSDARG00000111463.1		mat2al
ENSDARG00000109831	ENSDARG00000109831.1		BX510913.1
ENSDARG00000052423	ENSDARG00000052423.7	Ppp1r12c	ppp1r12c
ENSDARG00000113145	ENSDARG00000113145.1		barhl1b
ENSDARG00000109817	ENSDARG00000109817.1		zgc:64065
ENSDARG00000083370	ENSDARG00000083370.2		CT863714.6
ENSDARG00000112169	ENSDARG00000112169.1		BX005068.2
ENSDARG00000030980	ENSDARG00000030980.8	Csrp1	csrp1b
ENSDARG00000114919	ENSDARG00000114919.1		BX649508.2
ENSDARG00000101324	ENSDARG00000101324.2	Apoa1	apoa1b
ENSDARG00000106837	ENSDARG00000106837.2		BX510990.1
ENSDARG00000062790	ENSDARG00000062790.6	Tacc2	CU639469.1
ENSDARG00000109373	ENSDARG00000109373.1	Tmbim1	tmbim1b
ENSDARG00000063162	ENSDARG00000063162.6	Cmtm8	cmtm8b
ENSDARG00000111542	ENSDARG00000111542.1		nae1
ENSDARG00000116940	ENSDARG00000116940.1		BX247944.1
ENSDARG00000111277	ENSDARG00000111277.1		wnt3
ENSDARG00000112314	ENSDARG00000112314.1		lpin1
ENSDARG00000105285	ENSDARG00000105285.2	Fat4	FAT4
ENSDARG00000111072	ENSDARG00000111072.1		BX324177.10
ENSDARG00000117137	ENSDARG00000117137.1		prox2
ENSDARG00000098716	ENSDARG00000098716.2	Parp11	parp11
ENSDARG00000110002	ENSDARG00000110002.1		svila
ENSDARG00000112145	ENSDARG00000112145.1		znf1174
ENSDARG00000081375	ENSDARG00000081375.2		dre-mir-457b
ENSDARG00000113226	ENSDARG00000113226.1		CR384055.1
ENSDARG00000080551	ENSDARG00000080551.2		dre-mir-153a
ENSDARG00000109341	ENSDARG00000109341.1		tnfsf12
ENSDARG00000104592	ENSDARG00000104592.2		zgc:171601
ENSDARG00000095817	ENSDARG00000095817.2	Znhit6	znhit6
ENSDARG00000113971	ENSDARG00000113971.1		LO018181.1
ENSDARG00000041378	ENSDARG00000041378.5		sh2d4a
ENSDARG00000103277	ENSDARG00000103277.3	Cyp24a1	cyp24a1
ENSDARG00000081769	ENSDARG00000081769.2		mir24-4
ENSDARG00000016908	ENSDARG00000016908.6	Zp3	zp3e
ENSDARG00000114881	ENSDARG00000114881.1		CU179657.3
ENSDARG00000115864	ENSDARG00000115864.1		BX571961.1
ENSDARG00000102283	ENSDARG00000102283.2	Slco1b2	slco1f1
ENSDARG00000039162	ENSDARG00000039162.6		rhebl1
ENSDARG00000106022	ENSDARG00000106022.2		AL928881.1
ENSDARG00000112337	ENSDARG00000112337.1	Mindy4b-ps	mindy4b
ENSDARG00000081589	ENSDARG00000081589.2	Mir144	dre-mir-144
ENSDARG00000086374	ENSDARG00000086374.3	Isg15	isg15
ENSDARG00000113237	ENSDARG00000113237.1		olfcr1
ENSDARG00000100135	ENSDARG00000100135.2		dre-mir-7146
ENSDARG00000114612	ENSDARG00000114612.1		alg8
ENSDARG00000111049	ENSDARG00000111049.1		si:dkey-25o1.7
ENSDARG00000101096	ENSDARG00000101096.3	Cebpe	cebp1
ENSDARG00000081629	ENSDARG00000081629.3		dre-mir-7a-3
ENSDARG00000014273	ENSDARG00000014273.11	Camk2d	camk2d2
ENSDARG00000111438	ENSDARG00000111438.1		abi3bpb
ENSDARG00000063108	ENSDARG00000063108.6		CABZ01059392.1
ENSDARG00000111667	ENSDARG00000111667.1		ela2
ENSDARG00000110255	ENSDARG00000110255.1		coq9
ENSDARG00000080032	ENSDARG00000080032.2	Mir125b-1	dre-mir-125b-2
ENSDARG00000076729	ENSDARG00000076729.5	Myo9a	myo9aa
ENSDARG00000043589	ENSDARG00000043589.7	Car4	ca4a
ENSDARG00000111784	ENSDARG00000111784.1		hmces
ENSDARG00000111169	ENSDARG00000111169.1		BX649420.1
ENSDARG00000111554	ENSDARG00000111554.1		taar12b
ENSDARG00000051886	ENSDARG00000051886.5	Ankrd11	ankrd11
ENSDARG00000103054	ENSDARG00000103054.2	Dnm2	dnm2b
ENSDARG00000113752	ENSDARG00000113752.1		cenpj
ENSDARG00000111584	ENSDARG00000111584.1		aoc2
ENSDARG00000115328	ENSDARG00000115328.1		CR354539.1
ENSDARG00000061717	ENSDARG00000061717.6	Cytip	cytip
ENSDARG00000075850	ENSDARG00000075850.4		gnal2
ENSDARG00000098625	ENSDARG00000098625.2	Efna5	efna5b
ENSDARG00000113858	ENSDARG00000113858.1		AL928650.4
ENSDARG00000114086	ENSDARG00000114086.1	Dock9	DOCK9
ENSDARG00000099321	ENSDARG00000099321.2	Btbd17	btbd17a
ENSDARG00000110237	ENSDARG00000110237.1		rpl32
ENSDARG00000113109	ENSDARG00000113109.1		rnf141
ENSDARG00000113224	ENSDARG00000113224.1		aqp8a.2
ENSDARG00000114237	ENSDARG00000114237.1		bcl2l16
ENSDARG00000101680	ENSDARG00000101680.2	Arl1	arl1
ENSDARG00000006345	ENSDARG00000006345.8	Med17	med17
ENSDARG00000102096	ENSDARG00000102096.2	Adra2b	adra2b
ENSDARG00000114546	ENSDARG00000114546.1		cisd1
ENSDARG00000025559	ENSDARG00000025559.8	Pex11g	pex11g
ENSDARG00000111866	ENSDARG00000111866.1		nrxn1a
ENSDARG00000087545	ENSDARG00000087545.2	Fbxo42	fbxo42
ENSDARG00000091128	ENSDARG00000091128.3		lrrc75bb
ENSDARG00000116793	ENSDARG00000116793.1		ndufa12
ENSDARG00000114176	ENSDARG00000114176.1		si:ch211-243o19.4
ENSDARG00000114048	ENSDARG00000114048.1		CR626887.3
ENSDARG00000109413	ENSDARG00000109413.1		arih1
ENSDARG00000074100	ENSDARG00000074100.5		zgc:163014
ENSDARG00000116605	ENSDARG00000116605.1		BX510912.1
ENSDARG00000115219	ENSDARG00000115219.1		CU179663.1
ENSDARG00000111842	ENSDARG00000111842.1		sox21a
ENSDARG00000109472	ENSDARG00000109472.1		mars2
ENSDARG00000051892	ENSDARG00000051892.5	Kcng4	kcng4b
ENSDARG00000076202	ENSDARG00000076202.4	Zdhhc11	zdhhc11
ENSDARG00000075301	ENSDARG00000075301.4		gsdf
ENSDARG00000104065	ENSDARG00000104065.3		znf1154
ENSDARG00000011945	ENSDARG00000011945.8	Slc35e1	slc35e1
ENSDARG00000099078	ENSDARG00000099078.2	Slc29a2	FO905040.1
ENSDARG00000110771	ENSDARG00000110771.1		mef2ab
ENSDARG00000113478	ENSDARG00000113478.1		AL954740.3
ENSDARG00000087709	ENSDARG00000087709.3	Fat3	fat3b
ENSDARG00000110715	ENSDARG00000110715.1		asb12a
ENSDARG00000112356	ENSDARG00000112356.1		mthfd2
ENSDARG00000102009	ENSDARG00000102009.2	Ppp2r2d	ppp2r2d
ENSDARG00000109628	ENSDARG00000109628.1		CR944667.2
ENSDARG00000004445	ENSDARG00000004445.10	Grm5	grm5a
ENSDARG00000101671	ENSDARG00000101671.2		zgc:158417
ENSDARG00000052470	ENSDARG00000052470.5	Igfbp2	igfbp2a
ENSDARG00000116313	ENSDARG00000116313.1		CABZ01053619.1
ENSDARG00000090687	ENSDARG00000090687.4	Rcbtb2	rcbtb2
ENSDARG00000086495	ENSDARG00000086495.3		BX546500.1
ENSDARG00000116872	ENSDARG00000116872.1		si:ch73-194h10.2
ENSDARG00000115764	ENSDARG00000115764.1		BX119977.1
ENSDARG00000110414	ENSDARG00000110414.1		CR383669.4
ENSDARG00000004219	ENSDARG00000004219.10	Slc6a3	slc6a3
ENSDARG00000103818	ENSDARG00000103818.2		CU896644.1
ENSDARG00000111448	ENSDARG00000111448.1		shc2
ENSDARG00000079656	ENSDARG00000079656.4	Fam171a2	fam171a2b
ENSDARG00000116649	ENSDARG00000116649.1		ube2e1
ENSDARG00000116512	ENSDARG00000116512.1		CR792441.7
ENSDARG00000103535	ENSDARG00000103535.2	Sorcs3	SORCS3
ENSDARG00000094990	ENSDARG00000094990.5		si:dkey-91f15.1
ENSDARG00000113383	ENSDARG00000113383.1		CU138548.5
ENSDARG00000113517	ENSDARG00000113517.1		ptges3a
ENSDARG00000068280	ENSDARG00000068280.5	Grb14	GRB14
ENSDARG00000109715	ENSDARG00000109715.1	Sncg	sncgb
ENSDARG00000115360	ENSDARG00000115360.1		mon1bb
ENSDARG00000114887	ENSDARG00000114887.1		CU076099.4
ENSDARG00000068231	ENSDARG00000068231.6	Cracr2a	CRACR2A
ENSDARG00000060954	ENSDARG00000060954.7	Tmcc1	tmcc1b
ENSDARG00000078204	ENSDARG00000078204.4		BX072576.1
ENSDARG00000115492	ENSDARG00000115492.1		BX511028.2
ENSDARG00000117157	ENSDARG00000117157.1		AL928672.1
ENSDARG00000078076	ENSDARG00000078076.4	Nab2	nab2
ENSDARG00000116400	ENSDARG00000116400.1		CR388008.1
ENSDARG00000114053	ENSDARG00000114053.1		fgf22
ENSDARG00000103183	ENSDARG00000103183.2		CABZ01034691.1
ENSDARG00000115751	ENSDARG00000115751.1		asxl1
ENSDARG00000109649	ENSDARG00000109649.1		BX571720.2
ENSDARG00000115582	ENSDARG00000115582.1		AL928685.5
ENSDARG00000112940	ENSDARG00000112940.1		CT573263.1
ENSDARG00000054036	ENSDARG00000054036.6	Rnf34	rnf34b
ENSDARG00000073723	ENSDARG00000073723.3	B3gnt6	zgc:194679
ENSDARG00000117009	ENSDARG00000117009.1		BX324225.3
ENSDARG00000093808	ENSDARG00000093808.4		pimr113
ENSDARG00000074914	ENSDARG00000074914.4		CU929346.1
ENSDARG00000043511	ENSDARG00000043511.5		prdx6
ENSDARG00000112466	ENSDARG00000112466.1		vtg7
ENSDARG00000079946	ENSDARG00000079946.5	Sqle	sqlea
ENSDARG00000058774	ENSDARG00000058774.4		CABZ01053221.1
ENSDARG00000116551	ENSDARG00000116551.1		crygs4
ENSDARG00000112015	ENSDARG00000112015.1	Limd2	LIMD2
ENSDARG00000104374	ENSDARG00000104374.3	Smchd1	smchd1
ENSDARG00000101021	ENSDARG00000101021.2		slc22a5
ENSDARG00000108261	ENSDARG00000108261.2		CR352297.2
ENSDARG00000068586	ENSDARG00000068586.6		CU302253.1
ENSDARG00000116701	ENSDARG00000116701.1		rc3h1a
ENSDARG00000010075	ENSDARG00000010075.9	Ptchd3	PTCHD3
ENSDARG00000111968	ENSDARG00000111968.1		CR762427.2
ENSDARG00000058828	ENSDARG00000058828.7		ccdc51
ENSDARG00000116163	ENSDARG00000116163.1		BX322657.4
ENSDARG00000028071	ENSDARG00000028071.10	Bmp1	bmp1a
ENSDARG00000111661	ENSDARG00000111661.1		BX324230.2
ENSDARG00000117126	ENSDARG00000117126.1		BX664603.1
ENSDARG00000100898	ENSDARG00000100898.2		CR548631.1
ENSDARG00000114408	ENSDARG00000114408.1		AL954137.2
ENSDARG00000106579	ENSDARG00000106579.2	Rhobtb1	CABZ01060030.2
ENSDARG00000110848	ENSDARG00000110848.1		BX649266.3
ENSDARG00000115946	ENSDARG00000115946.1		BX572632.1
ENSDARG00000106398	ENSDARG00000106398.2		CT027598.1
ENSDARG00000109384	ENSDARG00000109384.1	Atg16l2	atg16l2
ENSDARG00000110406	ENSDARG00000110406.1		pgrmc2
ENSDARG00000100952	ENSDARG00000100952.2		wu:fj16a03
ENSDARG00000101904	ENSDARG00000101904.2		BX004836.1
ENSDARG00000112915	ENSDARG00000112915.1		taar20z
ENSDARG00000102381	ENSDARG00000102381.2	Slc44a4	slc44a4
ENSDARG00000038312	ENSDARG00000038312.7	Rcl1	rcl1
ENSDARG00000015527	ENSDARG00000015527.6		CU929145.1
ENSDARG00000114939	ENSDARG00000114939.1		BX511034.8
ENSDARG00000109442	ENSDARG00000109442.1	Trpm4	hrc
ENSDARG00000100100	ENSDARG00000100100.2	5S_rRNA	AL845481.1
ENSDARG00000103744	ENSDARG00000103744.2	Hacd1	hacd1
ENSDARG00000114340	ENSDARG00000114340.1		rabif
ENSDARG00000113717	ENSDARG00000113717.1		CU571308.1
ENSDARG00000111116	ENSDARG00000111116.1		bcl2l13
ENSDARG00000076464	ENSDARG00000076464.5	Lamtor1	lamtor1
ENSDARG00000103606	ENSDARG00000103606.3	Ndst1	ndst1b
ENSDARG00000111611	ENSDARG00000111611.1		zmat4a
ENSDARG00000114945	ENSDARG00000114945.1		xrcc6
ENSDARG00000116352	ENSDARG00000116352.1		BX004886.1
ENSDARG00000111273	ENSDARG00000111273.1		ahrrb
ENSDARG00000113079	ENSDARG00000113079.1		zgc:91850
ENSDARG00000106138	ENSDARG00000106138.2		BX855618.1
ENSDARG00000112368	ENSDARG00000112368.1		enpp7.1
ENSDARG00000035700	ENSDARG00000035700.7	Shld3	zgc:101664
ENSDARG00000110504	ENSDARG00000110504.1		CR385039.1
ENSDARG00000037526	ENSDARG00000037526.7		CR749762.1
ENSDARG00000015638	ENSDARG00000015638.10	Gemin2	gemin2
ENSDARG00000099821	ENSDARG00000099821.3	Tymp	tymp
ENSDARG00000109652	ENSDARG00000109652.1	Snord60	CR855320.4
ENSDARG00000098899	ENSDARG00000098899.2		zmp:0000001082
ENSDARG00000004262	ENSDARG00000004262.10	Cyp46a1	cyp46a1.2
ENSDARG00000111757	ENSDARG00000111757.1		rarab
ENSDARG00000087247	ENSDARG00000087247.4	Kcnab2	kcnab2a
ENSDARG00000059693	ENSDARG00000059693.6	Adam33	adam19a
ENSDARG00000059693	ENSDARG00000059693.6	Adam19	adam19a
ENSDARG00000102005	ENSDARG00000102005.2		CABZ01088025.2
ENSDARG00000112195	ENSDARG00000112195.1		rnd1b
ENSDARG00000029930	ENSDARG00000029930.8	Spdef	SPDEF
ENSDARG00000080037	ENSDARG00000080037.2		FP102985.1
ENSDARG00000082654	ENSDARG00000082654.2		CABZ01066915.1
ENSDARG00000033993	ENSDARG00000033993.8	Slc19a1	slc19a1
ENSDARG00000099423	ENSDARG00000099423.2		CR391930.1
ENSDARG00000011404	ENSDARG00000011404.5	Fen1	fen1
ENSDARG00000089903	ENSDARG00000089903.3	Cmas	CABZ01039863.1
ENSDARG00000100184	ENSDARG00000100184.2		ly97.2
ENSDARG00000076381	ENSDARG00000076381.4	Slc25a1	slc25a1b
ENSDARG00000114344	ENSDARG00000114344.1		FO834840.1
ENSDARG00000021550	ENSDARG00000021550.10	Rad23b	rad23b
ENSDARG00000110073	ENSDARG00000110073.1		epcam
ENSDARG00000085182	ENSDARG00000085182.2		CU469532.1
ENSDARG00000102715	ENSDARG00000102715.2	Ust	UST
ENSDARG00000107593	ENSDARG00000107593.2		LO018541.1
ENSDARG00000117128	ENSDARG00000117128.1		CABZ01083778.2
ENSDARG00000054003	ENSDARG00000054003.8	Rarg	rargb
ENSDARG00000111421	ENSDARG00000111421.1	Gm25049	BX649399.6
ENSDARG00000111421	ENSDARG00000111421.1	U6	BX649399.6
ENSDARG00000111421	ENSDARG00000111421.1	Gm26479	BX649399.6
ENSDARG00000111421	ENSDARG00000111421.1	U6	BX649399.6
ENSDARG00000111421	ENSDARG00000111421.1	Gm23185	BX649399.6
ENSDARG00000082618	ENSDARG00000082618.2		BX248410.1
ENSDARG00000114375	ENSDARG00000114375.1		BX649399.9
ENSDARG00000073970	ENSDARG00000073970.5	Mctp2	mctp2b
ENSDARG00000111590	ENSDARG00000111590.1		cdk9
ENSDARG00000109959	ENSDARG00000109959.1		CU467964.2
ENSDARG00000114791	ENSDARG00000114791.1		zgc:65997
ENSDARG00000100662	ENSDARG00000100662.2		cxcl11.1
ENSDARG00000083699	ENSDARG00000083699.2		CT027646.4
ENSDARG00000114294	ENSDARG00000114294.1		BX511120.2
ENSDARG00000019646	ENSDARG00000019646.6		twist3
ENSDARG00000111664	ENSDARG00000111664.1		CU459136.1
ENSDARG00000109325	ENSDARG00000109325.1		BX908398.1
ENSDARG00000084665	ENSDARG00000084665.2		BX640463.1
ENSDARG00000113916	ENSDARG00000113916.1		FO904860.1
ENSDARG00000093043	ENSDARG00000093043.3	Ugt2a2	ugt2a7
ENSDARG00000093043	ENSDARG00000093043.3	Gm43638	ugt2a7
ENSDARG00000093043	ENSDARG00000093043.3	Ugt2a1	ugt2a7
ENSDARG00000093043	ENSDARG00000093043.3	Ugt2a3	ugt2a7
ENSDARG00000093043	ENSDARG00000093043.3	Ugt1a9	ugt2a7
ENSDARG00000093043	ENSDARG00000093043.3	Ugt1a10	ugt2a7
ENSDARG00000093043	ENSDARG00000093043.3	Ugt1a8	ugt2a7
ENSDARG00000093043	ENSDARG00000093043.3	Ugt1a2	ugt2a7
ENSDARG00000093043	ENSDARG00000093043.3	Ugt1a5	ugt2a7
ENSDARG00000093043	ENSDARG00000093043.3	Ugt1a7c	ugt2a7
ENSDARG00000093043	ENSDARG00000093043.3	Ugt1a6a	ugt2a7
ENSDARG00000093043	ENSDARG00000093043.3	Ugt1a6b	ugt2a7
ENSDARG00000114034	ENSDARG00000114034.1		CR926128.10
ENSDARG00000116402	ENSDARG00000116402.1		CR925755.2
ENSDARG00000043465	ENSDARG00000043465.7	Atp6v1b2	atp6v1b2
ENSDARG00000110208	ENSDARG00000110208.1		BX323079.2
ENSDARG00000110608	ENSDARG00000110608.1		CABZ01115113.1
ENSDARG00000102173	ENSDARG00000102173.2		CABZ01065425.1
ENSDARG00000098212	ENSDARG00000098212.2		CABZ01024848.1
ENSDARG00000103591	ENSDARG00000103591.3	Dkk3	dkk3a
ENSDARG00000106234	ENSDARG00000106234.2		BX572641.1
ENSDARG00000103228	ENSDARG00000103228.2		CU464085.1
ENSDARG00000101802	ENSDARG00000101802.2		LO018493.1
ENSDARG00000108672	ENSDARG00000108672.2		CT573349.1
ENSDARG00000105957	ENSDARG00000105957.2		AL773596.1
ENSDARG00000112674	ENSDARG00000112674.1		AL954682.2
ENSDARG00000114995	ENSDARG00000114995.1		pole3
ENSDARG00000113222	ENSDARG00000113222.1		elmod1
ENSDARG00000114337	ENSDARG00000114337.1		CR385077.2
ENSDARG00000108192	ENSDARG00000108192.2		LO018352.1
ENSDARG00000088631	ENSDARG00000088631.3	Trerf1	BX000363.1
ENSDARG00000113620	ENSDARG00000113620.1		BX248392.2
ENSDARG00000112452	ENSDARG00000112452.1	Crebbp	crebbpb
ENSDARG00000105521	ENSDARG00000105521.2		si:ch73-40a2.1
ENSDARG00000106642	ENSDARG00000106642.2		BX255912.2
ENSDARG00000086186	ENSDARG00000086186.3		opn8a
ENSDARG00000101099	ENSDARG00000101099.2		CR450764.4
ENSDARG00000115850	ENSDARG00000115850.1		BX537102.3
ENSDARG00000112254	ENSDARG00000112254.1		BX248136.2
ENSDARG00000038682	ENSDARG00000038682.6	Mfap4	zgc:171687
